0.0,200.0,-500.0
666.6666666666666,298.89363528682975,-466.7082553707385
1333.3333333333333,397.7872705736595,-433.416510741477
2000.0,500.0,-600.0
0.0,-200.0,500.0
666.6666666666666,-298.89363528682975,466.7082553707385
1333.3333333333333,-397.7872705736595,433.416510741477
2000.0,-500.0,600.0
0.0,200.0,500.0
666.6666666666666,298.89363528682975,466.7082553707385
1333.3333333333333,397.7872705736595,433.416510741477
2000.0,500.0,600.0
0.0,-200.0,-500.0
666.6666666666666,-298.89363528682975,-466.7082553707385
1333.3333333333333,-397.7872705736595,-433.416510741477
2000.0,-500.0,-600.0
3000.0,500.0,-600.0
4000.0,500.0,-600.0
5000.0,500.0,-600.0
6000.0,500.0,-600.0
7000.0,500.0,-600.0
2000.0,-500.0,600.0
3000.0,-500.0,600.0
4000.0,-500.0,600.0
5000.0,-500.0,600.0
6000.0,-500.0,600.0
7000.0,-500.0,600.0
2000.0,500.0,600.0
3000.0,500.0,600.0
4000.0,500.0,600.0
5000.0,500.0,600.0
6000.0,500.0,600.0
7000.0,500.0,600.0
2000.0,-500.0,-600.0
3000.0,-500.0,-600.0
4000.0,-500.0,-600.0
5000.0,-500.0,-600.0
6000.0,-500.0,-600.0
7000.0,-500.0,-600.0
7666.666666666667,417.31017694052764,-453.6585365853658
8333.333333333334,334.6203538810553,-307.3170731707316
9000.0,251.9305308215831,-160.97560975609758
7000.0,-500.0,600.0
7666.666666666667,-417.31017694052764,453.6585365853658
8333.333333333334,-334.6203538810553,307.3170731707316
9000.0,-251.9305308215831,160.97560975609758
7000.0,500.0,600.0
7666.666666666667,417.31017694052764,453.6585365853658
8333.333333333334,334.6203538810553,307.3170731707316
9000.0,251.9305308215831,160.97560975609758
7000.0,-500.0,-600.0
7666.666666666667,-417.31017694052764,-453.6585365853658
8333.333333333334,-334.6203538810553,-307.3170731707316
9000.0,-251.9305308215831,-160.97560975609758
